time,theta1,theta2,omega1,omega2,current,voltage
5.93935,1.22105,1.31309,0,4.85616,-0.000503663,0
5.9552,1.22105,1.36831,0,2.99239,-0.00130952,0
5.97116,1.22105,1.39592,0,1.6929,-0.000805861,0
5.98721,1.22105,1.39285,0,0.925449,0.000302198,0
6.00329,1.22105,1.35911,0,-2.69316,-0.00120879,0
6.01919,1.22105,1.29468,0,-4.65624,-0.00040293,0
6.03507,1.22105,1.20264,0,-6.43422,-0.000705128,0
6.05119,1.22105,1.07992,0,-8.30863,-0.000302198,0
6.06717,1.22105,0.93266,0,-9.94499,-0.000302198,0
6.08316,1.22105,0.757787,0,-11.529,-0.000503663,0
6.09585,1.22105,0.60132,0,-12.4549,-0.000805861,0
6.11568,1.22105,0.337476,0,-13.6284,-0.000201465,0
6.13152,1.22105,0.116583,0,-14.0535,-0.000705128,0
6.14745,1.22105,-0.110447,0,-14.0252,-0.00040293,0
6.16352,1.22105,-0.328272,0,-13.6854,-0.00130952,0
6.17941,1.22105,-0.527689,0,-12.9695,-0.000302198,0
6.19542,1.22105,-0.736311,0,-11.7096,0.000302198,0
6.21113,1.22105,-0.901981,0,-10.3316,-0.00040293,0
6.22716,1.22105,-1.05231,0,-8.80211,-0.000503663,0
6.24299,1.22105,-1.17503,0,-7.08604,-0.000302198,0
6.25847,1.22105,-1.27014,0,-5.26181,0,0
6.27495,1.22105,-1.33456,0,-3.66781,-0.00110806,0
6.29072,1.22105,-1.36831,0,-2.17285,-0.000604396,0
6.30613,1.22105,-1.37751,0,-1.22699,-0.000302198,0
6.32236,1.22105,-1.35297,0,1.77695,-0.000302198,0
6.33853,1.22105,-1.29775,0,3.82678,-0.000705128,0
6.35421,1.22105,-1.21491,0,5.90363,-0.00100733,0
6.37004,1.22105,-1.1014,0,7.68852,0,0
6.3864,1.22105,-0.960272,0,9.52054,-0.000604396,0
6.4023,1.22105,-0.794602,0,10.9748,-0.000604396,0
6.41807,1.22105,-0.607456,0,12.3184,-0.00040293,0
6.43399,1.22105,-0.401903,0,13.2367,-0.000201465,0
6.45046,1.22105,-0.184078,0,13.8248,-0.00040293,0
6.46606,1.22105,0.0398835,0,17.3409,-0.00141026,0
